MID,start,end,rt,self_sex,self_age,residence,participation,IOS_score,target_likedislike,target_sex,target_age,relationship,self_tolerance_score,self_pleasantness_score,self_responsibility_score,self_carefulness_score,self_activeness_score,self_sociability_score,target_tolerance_score,target_pleasantness_score,target_responsibility_score,target_carefulness_score,target_activeness_score,target_sociability_score,completion,stratumID
95,2023/05/19-13:56:43,2023/05/19-14:07:06,623.0,2,31,5,1,7,1,1,3,交際中の彼氏（パートナー）,1,7,1,6,4,1,3,4,1,3,2,7,COMP,7
96,2023/05/19-13:49:26,2023/05/19-14:07:48,1102.0,1,49,29,1,7,1,1,4,嫁,5,5,1,5,4,5,2,7,1,6,5,5,COMP,7
98,2023/05/19-14:02:09,2023/05/19-14:18:22,973.0,2,48,23,1,7,1,2,4,姉,3,4,2,6,5,3,2,6,2,6,4,3,COMP,7
99,2023/05/19-14:10:51,2023/05/19-14:19:05,494.0,2,56,1,1,2,4,1,5,夫,5,5,4,4,4,4,6,2,4,4,5,2,COMP,9
100,2023/05/19-14:16:04,2023/05/19-14:21:20,316.0,1,51,13,1,3,4,2,5,妻,3,3,6,2,6,2,3,3,2,5,4,5,COMP,10
103,2023/05/19-14:16:47,2023/05/19-14:23:25,398.0,2,46,12,1,7,1,1,1,息子,5,5,4,4,6,4,4,7,3,2,1,7,COMP,7
104,2023/05/19-14:20:30,2023/05/19-14:25:03,273.0,1,46,14,1,1,4,1,7,父,3,5,5,7,3,3,4,3,7,1,4,4,COMP,8
105,2023/05/19-14:20:02,2023/05/19-14:28:30,508.0,1,57,26,1,7,1,2,5,妻,3,5,1,6,4,2,1,7,1,5,2,6,COMP,7
106,2023/05/19-14:18:34,2023/05/19-14:31:59,805.0,1,42,40,1,3,4,1,4,恋人,3,4,2,2,3,5,5,5,5,5,4,4,COMP,10
107,2023/05/19-14:42:09,2023/05/19-14:45:57,228.0,1,39,27,1,4,3,2,3,妹,5,4,4,5,4,2,4,4,4,4,4,4,COMP,4
110,2023/05/19-15:04:52,2023/05/19-15:09:23,271.0,1,44,35,1,2,6,1,4,つま,4,7,1,2,4,1,6,1,4,1,7,2,COMP,9
113,2023/05/19-15:28:43,2023/05/19-15:34:52,369.0,2,53,11,1,2,4,1,6,仕事関係,2,5,2,6,3,6,1,7,1,7,1,7,COMP,9
114,2023/05/19-15:33:08,2023/05/19-15:35:53,165.0,1,41,47,1,4,4,1,5,ラジオ番組の相手,1,6,3,5,5,6,5,3,2,5,5,5,COMP,11
117,2023/05/19-15:32:55,2023/05/19-15:36:44,229.0,2,56,11,1,2,4,1,6,夫,5,2,4,4,4,4,5,5,6,2,5,1,COMP,9
121,2023/05/19-15:32:51,2023/05/19-15:39:58,427.0,1,57,25,1,4,4,2,5,妻,5,3,6,4,2,2,3,3,4,5,6,2,COMP,11
123,2023/05/19-15:35:42,2023/05/19-15:40:31,289.0,1,39,14,1,7,6,2,11,いない,1,1,1,1,1,1,1,1,1,1,1,1,COMP,14
124,2023/05/19-15:38:44,2023/05/19-15:40:38,114.0,1,54,14,1,7,4,1,11,分からない,5,5,4,3,5,4,6,3,6,3,4,6,COMP,14
127,2023/05/19-15:43:59,2023/05/19-15:46:44,165.0,2,59,27,1,4,4,1,6,夫,4,5,5,5,3,4,3,4,3,4,4,6,COMP,11
130,2023/05/19-15:59:17,2023/05/19-16:01:47,150.0,2,39,40,1,2,4,2,4,友人,5,4,3,6,2,6,3,5,3,6,3,5,COMP,9
131,2023/05/19-15:57:34,2023/05/19-16:03:31,357.0,1,56,14,1,2,5,1,5,子供の頃からの友人,3,3,1,7,5,2,3,5,2,7,3,5,COMP,9
132,2023/05/19-15:58:33,2023/05/19-16:05:41,428.0,1,55,27,1,4,4,2,4,妻,3,4,2,6,4,3,3,5,2,6,5,3,COMP,11
134,2023/05/19-16:07:08,2023/05/19-16:11:48,280.0,1,51,1,1,4,4,2,4,妻,3,4,4,5,4,4,3,5,3,6,3,5,COMP,11
137,2023/05/19-16:20:10,2023/05/19-16:29:00,530.0,2,39,14,1,6,4,1,3,夫,4,6,2,2,7,4,2,7,2,1,3,6,COMP,13
142,2023/05/19-16:40:43,2023/05/19-16:45:44,301.0,2,53,13,1,5,4,1,5,夫,6,6,2,4,7,1,2,6,4,6,2,6,COMP,12
143,2023/05/19-16:46:10,2023/05/19-16:48:25,135.0,2,34,20,1,7,4,1,3,夫,4,5,5,5,5,5,1,7,6,3,4,7,COMP,14
144,2023/05/19-16:51:18,2023/05/19-16:57:19,361.0,2,58,31,1,2,4,1,6,夫,3,4,3,5,4,4,4,4,3,7,5,4,COMP,9
145,2023/05/19-16:34:02,2023/05/19-16:58:09,1447.0,2,59,11,1,4,4,1,6,夫,3,5,3,6,5,6,2,6,5,6,2,6,COMP,11
146,2023/05/19-16:51:42,2023/05/19-17:00:53,551.0,2,48,4,1,3,4,2,4,同僚,1,6,1,6,4,4,2,7,1,7,4,4,COMP,10
152,2023/05/19-17:26:55,2023/05/19-17:35:36,521.0,2,44,21,1,6,4,2,7,ははおや,3,4,3,3,4,6,3,5,3,3,4,3,COMP,13
153,2023/05/19-17:51:50,2023/05/19-17:57:03,313.0,2,36,13,1,7,6,2,6,母,7,1,1,1,1,1,7,7,1,7,1,1,COMP,14
154,2023/05/19-18:11:40,2023/05/19-18:12:58,78.0,2,48,27,1,5,6,4,4,not ,4,5,5,2,5,5,4,4,3,3,4,4,COMP,12
155,2023/05/19-18:12:55,2023/05/19-18:14:00,65.0,1,40,13,1,3,4,1,4,,6,5,4,3,4,4,4,4,4,4,3,3,COMP,10
156,2023/05/19-18:17:36,2023/05/19-18:20:12,156.0,1,50,31,1,3,4,2,4,つま,4,5,3,4,4,3,1,7,3,7,4,7,COMP,10
157,2023/05/19-18:10:50,2023/05/19-18:21:00,610.0,1,54,9,1,7,4,2,5,妻,4,6,4,4,4,6,4,3,7,5,2,6,COMP,14
158,2023/05/19-18:19:00,2023/05/19-18:21:22,142.0,1,52,13,1,7,4,1,3,恋人,5,4,4,5,4,4,5,5,4,4,5,5,COMP,14
162,2023/05/19-18:26:18,2023/05/19-18:27:45,87.0,2,31,23,1,7,6,4,11,,4,7,4,7,4,4,7,7,7,7,7,7,COMP,14
163,2023/05/19-18:24:52,2023/05/19-18:28:33,221.0,2,41,20,1,6,4,1,5,夫,3,4,5,5,5,2,6,3,2,7,6,4,COMP,13
164,2023/05/19-18:29:00,2023/05/19-18:31:08,128.0,2,47,1,1,3,4,1,4,夫,4,4,3,4,6,4,4,3,4,4,4,4,COMP,10
168,2023/05/19-18:48:03,2023/05/19-18:50:07,124.0,2,40,17,1,5,4,1,4,夫,4,6,4,4,5,3,4,5,4,5,4,5,COMP,12
172,2023/05/19-18:32:52,2023/05/19-19:31:41,3529.0,2,32,27,1,5,4,1,3,夫,4,7,2,5,3,6,1,6,5,7,5,4,COMP,12
173,2023/05/19-19:36:33,2023/05/19-19:38:23,110.0,1,36,21,1,5,4,2,3,妻,4,4,3,4,4,2,4,4,4,4,3,4,COMP,12
174,2023/05/19-19:50:01,2023/05/19-20:02:27,746.0,1,51,20,1,5,4,2,8,母親,4,2,4,6,6,2,7,3,7,1,1,7,COMP,12
176,2023/05/19-22:44:26,2023/05/19-22:50:34,368.0,1,49,15,1,6,6,2,4,妻,7,7,7,7,7,1,4,7,4,5,5,5,COMP,13
177,2023/05/20-01:21:29,2023/05/20-01:24:34,185.0,2,52,1,1,6,4,1,5,夫,3,7,6,7,5,6,5,6,5,6,3,4,COMP,13
181,2023/05/21-10:44:42,2023/05/21-10:48:28,226.0,1,54,16,1,6,4,1,5,元上司,1,7,4,4,4,4,4,4,4,4,4,4,COMP,13
182,2023/05/21-12:36:18,2023/05/21-12:48:38,740.0,2,55,11,1,6,4,1,6,夫,6,2,3,6,6,2,3,3,5,1,2,7,COMP,13
