MID,start,end,rt,self_sex,self_age,residence,participation,IOS_score,target_likedislike,target_sex,target_age,relationship,self_tolerance_score,self_pleasantness_score,self_responsibility_score,self_carefulness_score,self_activeness_score,self_sociability_score,target_tolerance_score,target_pleasantness_score,target_responsibility_score,target_carefulness_score,target_activeness_score,target_sociability_score,completion,stratumID
32,2023/05/19-18:10:50,2023/05/19-18:21:00,610.0,1,54,9,1,7,4,2,5,妻,4,6,4,4,4,6,4,3,7,5,2,6,COMP,14
33,2023/05/19-18:19:00,2023/05/19-18:21:22,142.0,1,52,13,1,7,4,1,3,恋人,5,4,4,5,4,4,5,5,4,4,5,5,COMP,14
34,2023/05/19-18:26:18,2023/05/19-18:27:45,87.0,2,31,23,1,7,6,4,11,,4,7,4,7,4,4,7,7,7,7,7,7,COMP,14
35,2023/05/19-18:24:52,2023/05/19-18:28:33,221.0,2,41,20,1,6,4,1,5,夫,3,4,5,5,5,2,6,3,2,7,6,4,COMP,13
36,2023/05/19-18:32:52,2023/05/19-19:31:41,3529.0,2,32,27,1,5,4,1,3,夫,4,7,2,5,3,6,1,6,5,7,5,4,COMP,12
37,2023/05/19-19:50:01,2023/05/19-20:02:27,746.0,1,51,20,1,5,4,2,8,母親,4,2,4,6,6,2,7,3,7,1,1,7,COMP,12
38,2023/05/19-22:44:26,2023/05/19-22:50:34,368.0,1,49,15,1,6,6,2,4,妻,7,7,7,7,7,1,4,7,4,5,5,5,COMP,13
39,2023/05/21-12:36:18,2023/05/21-12:48:38,740.0,2,55,11,1,6,4,1,6,夫,6,2,3,6,6,2,3,3,5,1,2,7,COMP,13
40,2023/05/26-11:30:42,2023/05/26-11:33:33,171.0,1,47,13,1,5,2,2,4,妻,3,6,2,4,4,2,4,6,4,4,4,5,COMP,5
41,2023/05/26-11:29:29,2023/05/26-11:33:57,268.0,2,32,33,1,1,4,3,3,イマジナリーフレンド,7,2,4,4,7,1,4,4,3,5,2,4,COMP,8
42,2023/05/26-11:30:36,2023/05/26-11:34:20,224.0,1,28,29,1,3,3,2,6,母,4,5,4,6,4,3,5,4,4,5,4,4,COMP,3
43,2023/05/26-11:29:40,2023/05/26-11:35:37,357.0,2,43,19,1,1,6,1,5,夫,2,7,1,7,1,7,7,1,7,1,1,1,COMP,8
44,2023/05/26-11:30:10,2023/05/26-11:36:16,366.0,2,57,40,1,1,4,1,6,夫,4,4,4,5,4,5,5,3,3,4,3,5,COMP,8
45,2023/05/26-11:29:56,2023/05/26-11:36:36,400.0,2,51,12,1,2,2,2,8,母,6,4,3,2,7,3,1,7,1,5,2,6,COMP,2
46,2023/05/26-11:34:00,2023/05/26-11:36:51,171.0,2,41,23,1,4,2,1,4,夫,6,2,2,5,3,4,3,6,3,5,5,5,COMP,4
47,2023/05/26-11:34:22,2023/05/26-11:37:00,158.0,1,50,23,1,5,4,1,5,友人,3,4,3,4,4,4,5,4,3,6,6,4,COMP,12
48,2023/05/26-11:29:12,2023/05/26-11:37:49,517.0,1,38,11,1,1,3,2,3,異性の友人,3,2,7,2,7,1,3,6,2,4,2,6,COMP,1
49,2023/05/26-11:35:28,2023/05/26-11:38:25,177.0,2,25,14,1,4,1,2,2,友人,6,6,2,6,2,6,1,7,2,5,2,7,COMP,4
50,2023/05/26-11:29:33,2023/05/26-11:38:25,532.0,1,50,14,1,6,3,2,3,妻,4,4,3,6,4,5,4,4,3,6,4,5,COMP,6
51,2023/05/26-11:33:30,2023/05/26-11:38:45,315.0,2,54,23,1,1,3,2,5,友人,3,6,3,5,3,5,3,6,2,6,4,6,COMP,1
52,2023/05/26-11:33:37,2023/05/26-11:38:52,315.0,2,41,37,1,5,2,1,4,夫,2,5,5,3,2,5,2,5,6,5,3,6,COMP,5
53,2023/05/26-11:35:02,2023/05/26-11:39:34,272.0,1,59,11,1,1,1,2,5,妻,3,5,1,3,4,3,3,5,2,6,3,3,COMP,1
55,2023/05/26-11:37:34,2023/05/26-11:40:35,181.0,2,33,13,1,1,4,1,3,恋人,1,5,7,5,4,3,1,7,1,7,4,7,COMP,8
56,2023/05/26-11:33:26,2023/05/26-11:40:46,440.0,2,46,2,1,3,1,1,4,夫,2,6,1,4,2,5,2,6,1,6,2,6,COMP,3
57,2023/05/26-11:30:03,2023/05/26-11:40:51,648.0,2,51,13,1,7,2,1,5,夫,1,6,1,7,4,7,1,6,1,7,4,6,COMP,7
58,2023/05/26-11:37:05,2023/05/26-11:41:21,256.0,2,24,13,1,1,3,2,5,母,7,1,7,1,7,1,3,4,4,1,3,5,COMP,1
59,2023/05/26-11:33:52,2023/05/26-11:41:30,458.0,1,56,27,1,1,3,1,4,知人,2,6,3,4,4,7,5,7,7,5,4,7,COMP,1
60,2023/05/26-11:36:37,2023/05/26-11:41:32,295.0,1,49,36,1,5,1,2,4,妻,4,4,4,5,4,4,4,5,4,5,4,3,COMP,5
61,2023/05/26-11:35:22,2023/05/26-11:41:39,377.0,2,47,12,1,1,3,1,4,恋人,3,6,2,4,4,4,3,3,2,4,3,4,COMP,1
62,2023/05/26-11:34:18,2023/05/26-11:41:49,451.0,2,43,27,1,1,6,1,4,夫,5,4,1,7,7,1,1,7,3,7,7,1,COMP,8
63,2023/05/26-11:35:29,2023/05/26-11:41:50,381.0,2,50,13,1,4,3,1,5,夫 ,2,5,3,6,2,4,2,6,2,6,3,3,COMP,4
64,2023/05/26-11:37:58,2023/05/26-11:41:52,234.0,2,45,12,1,7,1,1,3,haiguusya ,1,7,1,7,1,7,1,7,1,7,1,7,COMP,7
65,2023/05/26-11:39:07,2023/05/26-11:42:03,176.0,1,50,1,1,1,3,2,5,友達,7,4,7,2,4,7,2,7,4,4,5,5,COMP,1
66,2023/05/26-11:36:10,2023/05/26-11:42:12,362.0,2,29,30,1,5,1,2,5,母,2,4,4,7,6,2,3,7,3,3,2,5,COMP,5
67,2023/05/26-11:31:35,2023/05/26-11:42:39,664.0,2,50,13,1,7,1,2,8,亡くなった母,2,6,2,7,4,4,1,7,1,4,1,7,COMP,7
68,2023/05/26-11:38:45,2023/05/26-11:42:57,252.0,1,56,1,1,4,2,2,5,恋人,4,5,4,5,5,4,4,4,4,4,3,4,COMP,4
69,2023/05/26-11:35:26,2023/05/26-11:42:58,452.0,2,35,9,1,4,4,1,3,夫,5,2,4,5,4,1,7,1,7,2,4,1,COMP,11
70,2023/05/26-11:41:11,2023/05/26-11:43:08,117.0,2,35,27,1,1,6,1,3,何もない,7,2,3,4,7,1,7,1,4,1,7,1,COMP,8
71,2023/05/26-11:34:51,2023/05/26-11:43:10,499.0,1,44,11,1,4,3,2,3,彼女,5,4,3,4,4,3,3,5,3,4,3,4,COMP,4
72,2023/05/26-11:36:12,2023/05/26-11:43:20,428.0,2,28,11,1,3,2,1,3,夫,6,3,7,3,3,3,5,7,3,7,6,3,COMP,3
73,2023/05/26-11:30:42,2023/05/26-11:43:23,761.0,1,52,13,1,1,3,2,3,友人,4,4,2,6,3,2,4,6,2,4,2,6,COMP,1
74,2023/05/26-11:37:20,2023/05/26-11:43:32,372.0,1,58,12,1,4,2,2,5,妻,6,2,2,4,5,2,5,5,5,3,6,4,COMP,4
75,2023/05/26-11:41:21,2023/05/26-11:44:09,168.0,2,51,14,1,5,1,2,2,娘,2,6,2,6,2,7,1,7,2,5,1,7,COMP,5
76,2023/05/26-11:39:56,2023/05/26-11:44:10,254.0,2,49,14,1,3,2,1,5,夫,5,5,6,5,2,4,7,5,5,6,4,4,COMP,3
77,2023/05/26-11:41:30,2023/05/26-11:44:48,198.0,1,40,1,1,4,2,2,3,妻,3,5,3,6,4,5,4,6,6,6,4,5,COMP,4
78,2023/05/26-11:35:09,2023/05/26-11:45:40,631.0,2,46,13,1,2,3,2,7,母,5,5,3,4,3,5,4,4,3,6,3,6,COMP,2
79,2023/05/26-11:42:02,2023/05/26-11:46:20,258.0,2,54,26,1,6,1,1,5,一番大事なパートナー,5,3,5,5,1,5,4,5,1,5,2,4,COMP,6
80,2023/05/26-11:39:25,2023/05/26-11:46:20,415.0,2,56,34,1,4,1,1,5,夫,3,6,3,5,4,2,2,7,2,6,3,3,COMP,4
81,2023/05/26-11:38:17,2023/05/26-11:46:27,490.0,1,58,20,1,3,1,2,5,恋人,3,4,1,7,3,2,2,7,3,3,1,7,COMP,3
82,2023/05/26-11:40:36,2023/05/26-11:46:31,355.0,1,54,40,1,1,4,2,5,妻,2,5,3,6,4,3,6,4,2,5,2,2,COMP,8
83,2023/05/26-11:30:43,2023/05/26-11:46:31,948.0,2,49,1,1,2,2,1,4,夫,4,4,2,5,4,3,3,6,3,3,4,5,COMP,2
84,2023/05/26-11:41:55,2023/05/26-11:47:01,306.0,2,44,26,1,3,2,1,3,友人,4,5,4,5,4,4,3,5,3,5,3,5,COMP,3
85,2023/05/26-11:43:27,2023/05/26-11:47:12,225.0,1,49,23,1,2,3,2,4,妻,7,1,4,3,7,2,7,4,4,5,4,1,COMP,2
86,2023/05/26-11:40:49,2023/05/26-11:47:12,383.0,1,54,13,1,5,2,2,4,妻,4,3,2,3,2,6,2,6,3,6,4,5,COMP,5
87,2023/05/26-11:39:34,2023/05/26-11:47:38,484.0,1,56,15,1,7,1,2,5,妻,2,4,1,6,3,2,3,7,1,6,2,2,COMP,7
88,2023/05/26-11:41:53,2023/05/26-11:47:53,360.0,2,53,30,1,4,2,1,5,夫,2,6,1,6,6,3,5,5,1,6,2,6,COMP,4
89,2023/05/26-11:40:18,2023/05/26-11:48:02,464.0,2,54,13,1,7,1,1,2,息子,3,7,3,4,4,6,1,7,1,5,3,5,COMP,7
90,2023/05/26-11:40:46,2023/05/26-11:48:46,480.0,2,42,12,1,6,1,1,4,彼氏,2,6,2,6,6,1,5,3,1,7,1,6,COMP,6
91,2023/05/26-11:43:54,2023/05/26-11:48:54,300.0,1,46,10,1,2,4,2,7,母,2,4,3,4,5,2,2,5,2,4,2,6,COMP,9
92,2023/05/26-11:42:59,2023/05/26-11:49:06,367.0,1,48,14,1,6,3,2,3,妻,3,5,1,5,2,4,3,7,2,6,3,5,COMP,6
93,2023/05/26-11:42:09,2023/05/26-11:49:36,447.0,1,43,26,1,3,3,2,7,母,3,6,3,5,4,5,5,6,3,4,4,5,COMP,3
94,2023/05/26-11:48:59,2023/05/26-11:50:19,80.0,1,52,12,1,5,4,2,5,妻,5,6,5,4,4,5,5,5,6,5,6,5,COMP,12
95,2023/05/26-11:36:01,2023/05/26-11:50:30,869.0,2,47,4,1,5,1,1,10,息子,5,4,2,5,5,5,3,6,6,4,3,6,COMP,5
96,2023/05/26-11:30:15,2023/05/26-11:50:48,1233.0,1,42,32,1,5,2,2,3,妻,2,6,3,6,2,6,3,6,3,6,3,6,COMP,5
97,2023/05/26-11:41:52,2023/05/26-11:51:13,561.0,1,36,14,1,1,6,2,5,元恋人,1,7,7,7,1,7,7,1,7,1,7,1,COMP,8
98,2023/05/26-11:38:14,2023/05/26-11:51:17,783.0,1,50,14,1,3,4,2,4,子供にとっての同じ親として役割を共に担っている。 また、助けてもらっている。,6,5,2,6,3,3,5,4,2,7,5,2,COMP,10
99,2023/05/26-11:42:05,2023/05/26-11:52:16,611.0,2,45,27,1,6,2,1,6,夫,7,2,4,3,6,2,6,7,1,6,2,7,COMP,6
100,2023/05/26-11:33:24,2023/05/26-11:52:57,1173.0,2,46,15,1,3,1,1,3,男の友達,5,7,1,7,5,1,1,3,3,1,7,6,COMP,3
101,2023/05/26-11:47:00,2023/05/26-11:53:17,377.0,2,50,5,1,4,4,1,5,夫,5,5,6,3,3,3,5,5,3,6,5,3,COMP,11
102,2023/05/26-11:46:51,2023/05/26-11:53:29,398.0,2,45,23,1,6,1,1,4,夫,2,6,2,6,4,4,1,5,1,6,2,4,COMP,6
103,2023/05/26-11:34:10,2023/05/26-11:53:57,1187.0,1,53,27,1,7,1,2,4,婚約者,6,4,4,4,3,5,4,7,2,5,3,5,COMP,7
104,2023/05/26-11:36:37,2023/05/26-11:54:28,1071.0,1,52,14,1,1,3,2,4,恋人,3,6,1,7,6,1,1,7,2,7,1,7,COMP,1
105,2023/05/26-11:46:33,2023/05/26-11:55:28,535.0,1,31,14,1,2,5,1,6,父親,5,4,5,5,3,5,4,3,5,6,3,1,COMP,9
106,2023/05/26-11:40:03,2023/05/26-12:01:30,1287.0,2,53,27,1,6,2,1,5,夫,6,1,2,7,4,5,7,3,7,5,5,4,COMP,6
107,2023/05/26-11:41:42,2023/05/26-12:02:00,1218.0,2,55,28,1,2,3,1,6,夫,2,6,1,4,2,7,3,3,1,4,4,4,COMP,2
108,2023/05/26-11:42:19,2023/05/26-12:04:13,1314.0,2,55,13,1,3,1,2,8,ご近所さん,4,6,1,7,5,4,1,7,1,5,1,7,COMP,3
109,2023/05/26-11:57:03,2023/05/26-12:07:37,634.0,1,56,14,1,2,4,2,3,恋人,4,4,4,3,6,5,2,5,1,5,4,7,COMP,9
110,2023/05/26-11:51:59,2023/05/26-12:09:16,1037.0,2,54,12,1,3,4,2,11,上司,3,7,2,7,4,3,3,7,1,4,2,6,COMP,10
111,2023/05/26-11:39:58,2023/05/26-12:11:19,1881.0,2,59,27,1,2,3,2,5,友人,5,4,3,4,6,2,5,4,3,3,2,2,COMP,2
112,2023/05/26-12:09:10,2023/05/26-12:11:37,147.0,2,53,42,1,5,4,2,5,親戚,3,4,4,3,4,4,5,5,4,5,4,4,COMP,12
113,2023/05/26-11:47:44,2023/05/26-12:16:00,1696.0,2,59,40,1,6,2,2,6,姉,5,5,4,5,5,5,3,7,2,6,1,7,COMP,6
114,2023/05/26-11:40:15,2023/05/26-12:16:32,2177.0,1,49,13,1,4,5,1,4,配偶者,2,6,2,4,4,3,2,6,2,7,6,2,COMP,11
115,2023/05/26-12:15:15,2023/05/26-12:26:44,689.0,2,49,32,1,2,4,1,4,パートナー,5,3,2,3,2,7,5,4,4,1,3,6,COMP,9
116,2023/05/26-12:31:05,2023/05/26-12:33:20,135.0,1,36,14,1,7,6,4,3,上司,4,6,4,4,5,3,4,4,6,2,4,3,COMP,14
117,2023/05/26-12:15:13,2023/05/26-12:34:02,1129.0,2,58,1,1,2,4,1,6,夫,4,4,2,6,6,2,6,3,2,3,4,4,COMP,9
118,2023/05/26-12:28:24,2023/05/26-12:35:16,412.0,1,46,41,1,3,4,2,4,妻,5,4,2,6,6,2,3,5,5,3,5,2,COMP,10
119,2023/05/26-12:34:15,2023/05/26-12:39:27,312.0,2,56,14,1,4,4,1,5,夫,5,4,2,6,4,3,4,5,4,5,5,5,COMP,11
120,2023/05/26-12:34:21,2023/05/26-12:39:28,307.0,2,50,13,1,3,4,1,4,夫,3,1,7,7,4,7,7,1,7,1,1,7,COMP,10
121,2023/05/26-12:08:13,2023/05/26-12:48:55,2442.0,1,54,14,1,2,5,1,7,父,6,2,7,3,1,1,6,3,7,1,6,2,COMP,9
122,2023/05/26-12:51:39,2023/05/26-12:54:20,161.0,2,51,11,1,5,4,2,5,,4,4,5,5,4,3,4,4,6,4,5,4,COMP,12
123,2023/05/26-13:10:53,2023/05/26-13:14:16,203.0,2,48,40,1,3,4,2,4,同僚,5,3,3,4,6,2,5,3,3,5,3,5,COMP,10
124,2023/05/26-11:48:05,2023/05/26-13:31:47,6222.0,1,54,14,1,3,4,2,4,妻,4,4,4,4,6,6,7,3,7,2,7,1,COMP,10
125,2023/05/26-13:48:32,2023/05/26-13:50:18,106.0,1,39,38,1,3,4,1,3,上司,5,5,6,6,6,7,4,6,3,6,4,6,COMP,10
126,2023/05/26-13:52:38,2023/05/26-13:55:40,182.0,2,40,13,1,6,6,1,4,恋人,5,4,1,7,1,7,4,5,5,2,6,5,COMP,13
127,2023/05/26-14:26:44,2023/05/26-14:47:38,1254.0,2,49,14,1,6,5,2,7,母,7,1,7,4,7,1,4,4,4,4,3,7,COMP,13
128,2023/05/26-14:49:21,2023/05/26-14:51:10,109.0,1,36,27,1,5,5,1,3,妻,4,5,4,5,2,4,5,5,4,5,4,4,COMP,12
129,2023/05/26-15:20:53,2023/05/26-15:25:21,268.0,2,34,22,1,7,4,1,3,父,7,5,1,7,7,1,7,7,2,4,3,6,COMP,14
131,2023/05/26-21:31:51,2023/05/26-21:37:12,321.0,1,56,23,1,6,4,2,5,妻,4,5,3,3,6,2,3,5,2,3,6,3,COMP,13
132,2023/05/26-19:21:45,2023/05/26-23:41:53,15608.0,2,53,4,1,7,5,1,4,夫,3,4,4,3,4,1,7,4,1,7,7,2,COMP,14
133,2023/05/26-23:43:24,2023/05/26-23:46:52,208.0,2,27,38,1,6,5,2,5,母,3,6,3,3,1,7,3,6,2,1,1,7,COMP,13
134,2023/05/27-11:07:20,2023/05/27-11:12:27,307.0,1,59,8,1,6,5,2,5,妻,6,7,1,7,4,2,3,7,3,6,6,2,COMP,13
135,2023/05/27-17:17:23,2023/05/27-17:20:21,178.0,2,30,13,1,7,5,2,3,夫,4,5,5,5,5,5,5,5,5,5,5,5,COMP,14
136,2023/05/27-17:35:58,2023/05/27-17:45:33,575.0,2,59,14,1,7,5,2,8,母,3,4,1,3,2,4,5,4,3,2,4,4,COMP,14
137,2023/05/19-14:05:01,2023/05/27-17:59:30,705269.0,1,48,27,1,4,4,2,3,かけがえのない,4,4,4,3,4,4,4,4,4,4,4,4,COMP,11
138,2023/05/28-01:46:29,2023/05/28-01:52:32,363.0,1,35,8,1,6,5,2,3,妻,1,4,2,1,4,2,4,4,4,3,7,3,COMP,13
139,2023/05/26-11:47:32,2023/05/28-10:39:10,168698.0,1,55,13,1,6,3,2,5,妻,4,4,3,5,4,4,4,3,5,5,4,4,COMP,6
140,2023/05/28-10:38:18,2023/05/28-10:42:48,270.0,2,52,7,1,6,4,1,5,夫,6,5,4,5,1,2,2,5,3,4,3,5,COMP,13
