MID,start,end,rt,self_sex,self_age,residence,participation,IOS_score,target_likedislike,target_sex,target_age,relationship,self_tolerance_score,self_pleasantness_score,self_responsibility_score,self_carefulness_score,self_activeness_score,self_sociability_score,target_tolerance_score,target_pleasantness_score,target_responsibility_score,target_carefulness_score,target_activeness_score,target_sociability_score,completion,stratumID
90,2023/05/19-13:54:23,2023/05/19-13:57:23,180.0,1,50,23,1,1,6,2,5,妻,6,3,3,6,6,1,5,3,5,2,5,5,COMP,8
91,2023/05/19-13:52:03,2023/05/19-13:58:06,363.0,2,50,27,1,2,1,2,5,友人,1,7,2,4,7,7,1,5,1,4,1,7,COMP,2
92,2023/05/19-13:52:28,2023/05/19-13:58:32,364.0,2,52,13,1,7,1,1,5,夫,6,2,6,7,7,1,1,7,1,6,4,4,COMP,7
93,2023/05/19-13:58:07,2023/05/19-14:02:38,271.0,2,42,7,1,1,4,1,4,夫,5,4,3,7,7,1,7,3,5,3,7,1,COMP,8
94,2023/05/19-14:02:11,2023/05/19-14:07:02,291.0,1,48,14,1,4,2,2,3,恋人,2,6,3,5,3,6,2,6,5,4,1,6,COMP,4
95,2023/05/19-13:56:43,2023/05/19-14:07:06,623.0,2,31,5,1,7,1,1,3,交際中の彼氏（パートナー）,1,7,1,6,4,1,3,4,1,3,2,7,COMP,7
97,2023/05/19-14:05:49,2023/05/19-14:09:56,247.0,1,58,9,1,7,1,2,5,妻,2,7,2,6,4,6,2,6,2,6,3,6,COMP,7
99,2023/05/19-14:10:51,2023/05/19-14:19:05,494.0,2,56,1,1,2,4,1,5,夫,5,5,4,4,4,4,6,2,4,4,5,2,COMP,9
100,2023/05/19-14:16:04,2023/05/19-14:21:20,316.0,1,51,13,1,3,4,2,5,妻,3,3,6,2,6,2,3,3,2,5,4,5,COMP,10
101,2023/05/19-14:16:14,2023/05/19-14:21:34,320.0,2,35,19,1,4,3,1,4,夫,7,2,7,4,7,1,2,4,3,3,3,5,COMP,4
102,2023/05/19-14:18:19,2023/05/19-14:22:10,231.0,1,55,7,1,4,2,2,5,妻,4,4,2,4,3,4,3,7,3,6,4,5,COMP,4
103,2023/05/19-14:16:47,2023/05/19-14:23:25,398.0,2,46,12,1,7,1,1,1,息子,5,5,4,4,6,4,4,7,3,2,1,7,COMP,7
104,2023/05/19-14:20:30,2023/05/19-14:25:03,273.0,1,46,14,1,1,4,1,7,父,3,5,5,7,3,3,4,3,7,1,4,4,COMP,8
105,2023/05/19-14:20:02,2023/05/19-14:28:30,508.0,1,57,26,1,7,1,2,5,妻,3,5,1,6,4,2,1,7,1,5,2,6,COMP,7
107,2023/05/19-14:42:09,2023/05/19-14:45:57,228.0,1,39,27,1,4,3,2,3,妹,5,4,4,5,4,2,4,4,4,4,4,4,COMP,4
108,2023/05/19-14:58:30,2023/05/19-15:01:03,153.0,1,36,13,1,4,3,4,11,ｘ,3,3,4,3,3,3,3,3,3,3,3,3,COMP,4
109,2023/05/19-14:59:32,2023/05/19-15:02:52,200.0,1,45,6,1,4,3,2,2,妻,4,4,4,7,6,5,3,7,3,7,4,3,COMP,4
110,2023/05/19-15:04:52,2023/05/19-15:09:23,271.0,1,44,35,1,2,6,1,4,つま,4,7,1,2,4,1,6,1,4,1,7,2,COMP,9
112,2023/05/19-15:29:29,2023/05/19-15:33:01,212.0,2,32,13,1,4,4,2,3,無し,4,4,5,3,3,6,6,4,4,4,4,4,COMP,11
113,2023/05/19-15:28:43,2023/05/19-15:34:52,369.0,2,53,11,1,2,4,1,6,仕事関係,2,5,2,6,3,6,1,7,1,7,1,7,COMP,9
114,2023/05/19-15:33:08,2023/05/19-15:35:53,165.0,1,41,47,1,4,4,1,5,ラジオ番組の相手,1,6,3,5,5,6,5,3,2,5,5,5,COMP,11
115,2023/05/19-15:30:42,2023/05/19-15:36:14,332.0,1,52,27,1,7,5,2,5,妻,4,4,4,4,4,4,4,4,4,4,4,4,COMP,14
116,2023/05/19-15:34:06,2023/05/19-15:36:20,134.0,2,24,13,1,4,5,2,2,しらない,6,6,6,6,3,3,6,5,5,5,5,6,COMP,11
117,2023/05/19-15:32:55,2023/05/19-15:36:44,229.0,2,56,11,1,2,4,1,6,夫,5,2,4,4,4,4,5,5,6,2,5,1,COMP,9
118,2023/05/19-15:33:53,2023/05/19-15:37:26,213.0,2,51,16,1,4,4,1,5,夫,2,5,2,3,5,6,4,2,1,7,6,3,COMP,11
119,2023/05/19-15:35:57,2023/05/19-15:37:28,91.0,1,45,28,1,4,4,1,5,わからない,4,4,7,4,4,4,4,4,4,4,4,4,COMP,11
120,2023/05/19-15:33:24,2023/05/19-15:37:31,247.0,1,46,12,1,7,4,2,7,母,4,4,1,7,7,1,4,5,4,1,4,4,COMP,14
121,2023/05/19-15:32:51,2023/05/19-15:39:58,427.0,1,57,25,1,4,4,2,5,妻,5,3,6,4,2,2,3,3,4,5,6,2,COMP,11
122,2023/05/19-15:36:57,2023/05/19-15:40:16,199.0,2,51,40,1,5,5,1,5,夫,4,5,4,3,5,5,5,5,2,5,4,5,COMP,12
123,2023/05/19-15:35:42,2023/05/19-15:40:31,289.0,1,39,14,1,7,6,2,11,いない,1,1,1,1,1,1,1,1,1,1,1,1,COMP,14
124,2023/05/19-15:38:44,2023/05/19-15:40:38,114.0,1,54,14,1,7,4,1,11,分からない,5,5,4,3,5,4,6,3,6,3,4,6,COMP,14
125,2023/05/19-15:37:02,2023/05/19-15:41:34,272.0,2,49,13,1,2,5,1,5,兄,5,3,4,2,5,1,5,5,3,4,5,4,COMP,9
126,2023/05/19-15:36:47,2023/05/19-15:42:21,334.0,1,55,11,1,4,4,2,8,母,7,1,6,5,7,1,4,6,5,4,4,3,COMP,11
127,2023/05/19-15:43:59,2023/05/19-15:46:44,165.0,2,59,27,1,4,4,1,6,夫,4,5,5,5,3,4,3,4,3,4,4,6,COMP,11
128,2023/05/19-15:55:00,2023/05/19-15:56:50,110.0,1,49,14,1,3,4,4,11,わかりません,5,4,5,5,5,3,4,4,4,4,4,4,COMP,10
129,2023/05/19-15:58:39,2023/05/19-16:01:21,162.0,1,59,10,1,2,4,1,4,上司,3,4,3,6,2,4,3,4,2,5,2,6,COMP,9
130,2023/05/19-15:59:17,2023/05/19-16:01:47,150.0,2,39,40,1,2,4,2,4,友人,5,4,3,6,2,6,3,5,3,6,3,5,COMP,9
131,2023/05/19-15:57:34,2023/05/19-16:03:31,357.0,1,56,14,1,2,5,1,5,子供の頃からの友人,3,3,1,7,5,2,3,5,2,7,3,5,COMP,9
132,2023/05/19-15:58:33,2023/05/19-16:05:41,428.0,1,55,27,1,4,4,2,4,妻,3,4,2,6,4,3,3,5,2,6,5,3,COMP,11
133,2023/05/19-16:02:46,2023/05/19-16:07:53,307.0,1,58,13,1,2,4,4,11,友人,3,3,2,6,6,2,6,2,6,1,1,4,COMP,9
134,2023/05/19-16:07:08,2023/05/19-16:11:48,280.0,1,51,1,1,4,4,2,4,妻,3,4,4,5,4,4,3,5,3,6,3,5,COMP,11
135,2023/05/19-16:20:30,2023/05/19-16:23:13,163.0,1,54,34,1,2,5,1,5,不明,5,5,5,5,5,5,3,5,5,5,2,5,COMP,9
136,2023/05/19-16:25:05,2023/05/19-16:27:39,154.0,2,33,28,1,2,4,2,3,姉,4,4,4,4,4,3,5,5,4,5,5,5,COMP,9
137,2023/05/19-16:20:10,2023/05/19-16:29:00,530.0,2,39,14,1,6,4,1,3,夫,4,6,2,2,7,4,2,7,2,1,3,6,COMP,13
138,2023/05/19-16:28:09,2023/05/19-16:29:33,84.0,1,37,13,1,7,6,1,2,なし,4,4,4,4,4,3,4,5,3,4,5,4,COMP,14
139,2023/05/19-16:35:17,2023/05/19-16:38:10,173.0,2,43,13,1,4,4,2,4,近所,3,4,1,6,5,2,5,2,1,2,3,5,COMP,11
140,2023/05/19-16:37:24,2023/05/19-16:38:24,60.0,2,25,22,1,3,5,3,4,わからない,1,6,6,7,1,3,5,3,5,5,6,2,COMP,10
141,2023/05/19-16:40:16,2023/05/19-16:44:59,283.0,2,51,30,1,4,4,1,5,夫,4,4,4,7,5,3,3,6,4,6,3,4,COMP,11
142,2023/05/19-16:40:43,2023/05/19-16:45:44,301.0,2,53,13,1,5,4,1,5,夫,6,6,2,4,7,1,2,6,4,6,2,6,COMP,12
143,2023/05/19-16:46:10,2023/05/19-16:48:25,135.0,2,34,20,1,7,4,1,3,夫,4,5,5,5,5,5,1,7,6,3,4,7,COMP,14
144,2023/05/19-16:51:18,2023/05/19-16:57:19,361.0,2,58,31,1,2,4,1,6,夫,3,4,3,5,4,4,4,4,3,7,5,4,COMP,9
146,2023/05/19-16:51:42,2023/05/19-17:00:53,551.0,2,48,4,1,3,4,2,4,同僚,1,6,1,6,4,4,2,7,1,7,4,4,COMP,10
148,2023/05/19-17:09:18,2023/05/19-17:10:32,74.0,2,32,40,1,7,4,2,3,わからない,4,4,4,4,4,4,4,4,4,4,3,4,COMP,14
149,2023/05/19-17:08:26,2023/05/19-17:11:11,165.0,1,53,14,1,2,4,2,4,同僚,5,5,5,5,5,5,5,5,5,5,5,5,COMP,9
150,2023/05/19-17:28:17,2023/05/19-17:29:50,93.0,1,42,35,1,3,4,1,4,なし,3,4,4,3,4,4,4,3,4,3,3,3,COMP,10
151,2023/05/19-17:28:44,2023/05/19-17:31:10,146.0,2,59,34,1,7,4,2,5,夫,4,4,4,4,4,4,4,4,4,4,4,4,COMP,14
152,2023/05/19-17:26:55,2023/05/19-17:35:36,521.0,2,44,21,1,6,4,2,7,ははおや,3,4,3,3,4,6,3,5,3,3,4,3,COMP,13
153,2023/05/19-17:51:50,2023/05/19-17:57:03,313.0,2,36,13,1,7,6,2,6,母,7,1,1,1,1,1,7,7,1,7,1,1,COMP,14
154,2023/05/19-18:11:40,2023/05/19-18:12:58,78.0,2,48,27,1,5,6,4,4,not ,4,5,5,2,5,5,4,4,3,3,4,4,COMP,12
155,2023/05/19-18:12:55,2023/05/19-18:14:00,65.0,1,40,13,1,3,4,1,4,なし,6,5,4,3,4,4,4,4,4,4,3,3,COMP,10
156,2023/05/19-18:17:36,2023/05/19-18:20:12,156.0,1,50,31,1,3,4,2,4,つま,4,5,3,4,4,3,1,7,3,7,4,7,COMP,10
157,2023/05/19-18:10:50,2023/05/19-18:21:00,610.0,1,54,9,1,7,4,2,5,妻,4,6,4,4,4,6,4,3,7,5,2,6,COMP,14
158,2023/05/19-18:19:00,2023/05/19-18:21:22,142.0,1,52,13,1,7,4,1,3,恋人,5,4,4,5,4,4,5,5,4,4,5,5,COMP,14
159,2023/05/19-18:21:28,2023/05/19-18:22:49,81.0,1,31,7,1,3,4,4,3,母,4,5,3,5,3,6,3,6,3,5,3,5,COMP,10
160,2023/05/19-18:23:01,2023/05/19-18:24:44,103.0,2,26,1,1,5,5,2,2,友達,5,3,6,6,6,5,4,4,4,4,5,4,COMP,12
161,2023/05/19-18:25:22,2023/05/19-18:27:36,134.0,1,33,13,1,3,4,1,3,友人,4,4,4,4,4,3,4,6,5,5,4,5,COMP,10
162,2023/05/19-18:26:18,2023/05/19-18:27:45,87.0,2,31,23,1,7,6,4,11,なし,4,7,4,7,4,4,7,7,7,7,7,7,COMP,14
163,2023/05/19-18:24:52,2023/05/19-18:28:33,221.0,2,41,20,1,6,4,1,5,夫,3,4,5,5,5,2,6,3,2,7,6,4,COMP,13
164,2023/05/19-18:29:00,2023/05/19-18:31:08,128.0,2,47,1,1,3,4,1,4,夫,4,4,3,4,6,4,4,3,4,4,4,4,COMP,10
165,2023/05/19-18:32:28,2023/05/19-18:35:12,164.0,2,51,21,1,3,6,1,5,夫,5,6,2,6,2,4,3,4,3,5,2,5,COMP,10
166,2023/05/19-18:33:17,2023/05/19-18:35:16,119.0,2,30,26,1,3,4,2,3,夫,3,4,3,5,4,4,3,3,3,3,3,3,COMP,10
167,2023/05/19-18:30:53,2023/05/19-18:35:20,267.0,1,49,13,1,5,5,2,4,妻,3,5,2,6,3,4,2,6,1,4,4,4,COMP,12
168,2023/05/19-18:48:03,2023/05/19-18:50:07,124.0,2,40,17,1,5,4,1,4,夫,4,6,4,4,5,3,4,5,4,5,4,5,COMP,12
169,2023/05/19-18:55:14,2023/05/19-18:57:07,113.0,2,27,26,1,6,4,1,2,友達,6,4,4,7,7,2,3,5,4,3,3,3,COMP,13
170,2023/05/19-18:56:55,2023/05/19-18:59:28,153.0,2,54,13,1,5,4,1,11,夫,4,4,2,7,5,3,6,2,4,3,5,3,COMP,12
171,2023/05/19-19:27:36,2023/05/19-19:30:03,147.0,1,44,14,1,5,4,1,4,妻,4,4,5,4,4,4,4,5,4,4,4,4,COMP,12
173,2023/05/19-19:36:33,2023/05/19-19:38:23,110.0,1,36,21,1,5,4,2,3,妻,4,4,3,4,4,2,4,4,4,4,3,4,COMP,12
175,2023/05/19-20:12:40,2023/05/19-20:14:25,105.0,1,59,22,1,6,4,2,5,妻,4,4,4,4,3,4,5,5,4,3,4,4,COMP,13
176,2023/05/19-22:44:26,2023/05/19-22:50:34,368.0,1,49,15,1,6,6,2,4,妻,7,7,7,7,7,1,4,7,4,5,5,5,COMP,13
177,2023/05/20-01:21:29,2023/05/20-01:24:34,185.0,2,52,1,1,6,4,1,5,夫,3,7,6,7,5,6,5,6,5,6,3,4,COMP,13
178,2023/05/20-16:03:12,2023/05/20-16:04:48,96.0,2,42,40,1,6,5,3,4,わからない,4,4,4,4,4,3,4,4,5,3,4,5,COMP,13
179,2023/05/20-21:30:11,2023/05/20-21:35:05,294.0,1,57,24,1,6,4,2,5,妻,4,7,4,4,4,4,4,4,4,4,4,4,COMP,13
180,2023/05/21-06:43:15,2023/05/21-06:45:47,152.0,1,43,13,1,6,4,2,2,女性,3,4,3,4,5,4,5,4,3,6,5,3,COMP,13
181,2023/05/21-10:44:42,2023/05/21-10:48:28,226.0,1,54,16,1,6,4,1,5,元上司,1,7,4,4,4,4,4,4,4,4,4,4,COMP,13
