MID,start,end,rt,self_sex,self_age,residence,participation,IOS_score,target_likedislike,target_sex,target_age,relationship,self_tolerance_score,self_pleasantness_score,self_responsibility_score,self_carefulness_score,self_activeness_score,self_sociability_score,target_tolerance_score,target_pleasantness_score,target_responsibility_score,target_carefulness_score,target_activeness_score,target_sociability_score,completion,stratumID
44.0,2024/02/16-12:26:08,2024/02/16-12:28:44,156.0,1.0,53.0,11.0,1.0,5.0,4.0,2.0,5.0,妻,2.0,4.0,1.0,7.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,7.0,COMP,12.0
47.0,2024/02/16-12:24:06,2024/02/16-12:28:52,286.0,2.0,49.0,13.0,1.0,1.0,1.0,2.0,8.0,はは,4.0,7.0,1.0,7.0,5.0,4.0,1.0,7.0,1.0,4.0,4.0,7.0,COMP,1.0
51.0,2024/02/16-12:26:54,2024/02/16-12:29:12,138.0,2.0,59.0,28.0,1.0,1.0,3.0,1.0,6.0,兄,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,COMP,1.0
52.0,2024/02/16-12:25:59,2024/02/16-12:29:15,196.0,1.0,52.0,44.0,1.0,5.0,3.0,2.0,5.0,妻,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,COMP,5.0
55.0,2024/02/16-12:26:38,2024/02/16-12:29:20,162.0,1.0,34.0,13.0,1.0,4.0,2.0,2.0,3.0,同期,2.0,6.0,4.0,7.0,4.0,5.0,3.0,7.0,2.0,5.0,4.0,7.0,COMP,4.0
64.0,2024/02/16-12:22:01,2024/02/16-12:29:35,454.0,2.0,47.0,12.0,1.0,3.0,2.0,1.0,4.0,夫,6.0,4.0,3.0,4.0,5.0,5.0,2.0,4.0,1.0,7.0,4.0,3.0,COMP,3.0
65.0,2024/02/16-12:26:13,2024/02/16-12:29:40,207.0,1.0,53.0,13.0,1.0,7.0,3.0,2.0,8.0,母,4.0,3.0,2.0,6.0,4.0,1.0,3.0,4.0,4.0,3.0,5.0,2.0,COMP,7.0
66.0,2024/02/16-12:22:09,2024/02/16-12:29:46,457.0,2.0,55.0,13.0,1.0,5.0,2.0,1.0,5.0,夫,3.0,5.0,3.0,5.0,3.0,6.0,2.0,6.0,2.0,5.0,2.0,3.0,COMP,5.0
73.0,2024/02/16-12:26:50,2024/02/16-12:30:15,205.0,1.0,47.0,13.0,1.0,5.0,1.0,1.0,6.0,とても仲のいい友達,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,5.0
75.0,2024/02/16-12:28:15,2024/02/16-12:30:26,131.0,2.0,49.0,26.0,1.0,2.0,3.0,2.0,2.0,娘,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,COMP,2.0
76.0,2024/02/16-12:28:21,2024/02/16-12:30:29,128.0,2.0,46.0,11.0,1.0,3.0,1.0,2.0,4.0,友人,2.0,2.0,3.0,4.0,4.0,2.0,1.0,6.0,7.0,5.0,4.0,4.0,COMP,3.0
78.0,2024/02/16-12:27:46,2024/02/16-12:30:41,175.0,2.0,42.0,13.0,1.0,2.0,4.0,1.0,4.0,夫,4.0,5.0,5.0,3.0,2.0,6.0,7.0,4.0,1.0,7.0,5.0,1.0,COMP,9.0
79.0,2024/02/16-12:27:06,2024/02/16-12:30:44,218.0,1.0,55.0,4.0,1.0,2.0,2.0,2.0,5.0,配偶者,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,2.0
80.0,2024/02/16-12:21:44,2024/02/16-12:30:44,540.0,2.0,45.0,10.0,1.0,2.0,1.0,1.0,4.0,夫,6.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,2.0,5.0,4.0,4.0,COMP,2.0
81.0,2024/02/16-12:27:29,2024/02/16-12:30:47,198.0,1.0,43.0,12.0,1.0,5.0,3.0,2.0,3.0,彼女,7.0,4.0,7.0,5.0,5.0,1.0,4.0,7.0,3.0,6.0,4.0,4.0,COMP,5.0
82.0,2024/02/16-12:26:45,2024/02/16-12:30:49,244.0,1.0,44.0,29.0,1.0,4.0,1.0,2.0,4.0,妻,5.0,5.0,3.0,4.0,6.0,5.0,2.0,7.0,4.0,4.0,2.0,6.0,COMP,4.0
85.0,2024/02/16-12:27:06,2024/02/16-12:30:57,231.0,2.0,53.0,13.0,1.0,7.0,1.0,1.0,4.0,夫,1.0,7.0,3.0,7.0,4.0,5.0,1.0,6.0,1.0,7.0,5.0,3.0,COMP,7.0
89.0,2024/02/16-12:26:10,2024/02/16-12:31:17,307.0,2.0,32.0,1.0,1.0,1.0,1.0,2.0,3.0,幼馴染,5.0,4.0,5.0,3.0,7.0,2.0,3.0,7.0,4.0,3.0,3.0,5.0,COMP,1.0
91.0,2024/02/16-12:26:26,2024/02/16-12:31:20,294.0,1.0,54.0,20.0,1.0,3.0,3.0,4.0,5.0,近所の人,4.0,4.0,2.0,5.0,3.0,7.0,1.0,7.0,1.0,6.0,2.0,7.0,COMP,3.0
92.0,2024/02/16-12:25:21,2024/02/16-12:31:21,360.0,1.0,54.0,10.0,1.0,1.0,3.0,2.0,2.0,他人,1.0,7.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,1.0
94.0,2024/02/16-12:28:56,2024/02/16-12:31:38,162.0,1.0,34.0,11.0,1.0,4.0,3.0,2.0,2.0,妻,3.0,2.0,3.0,3.0,7.0,2.0,5.0,4.0,2.0,5.0,2.0,4.0,COMP,4.0
95.0,2024/02/16-12:27:20,2024/02/16-12:31:40,260.0,1.0,57.0,20.0,1.0,4.0,3.0,2.0,5.0,妻,3.0,6.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,6.0,4.0,5.0,COMP,4.0
97.0,2024/02/16-12:27:53,2024/02/16-12:31:45,232.0,1.0,52.0,11.0,1.0,1.0,3.0,2.0,5.0,妻,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,COMP,1.0
98.0,2024/02/16-12:27:33,2024/02/16-12:31:45,252.0,1.0,33.0,13.0,1.0,6.0,2.0,1.0,4.0,友達,5.0,6.0,1.0,2.0,5.0,5.0,1.0,6.0,3.0,3.0,2.0,7.0,COMP,6.0
99.0,2024/02/16-12:27:37,2024/02/16-12:31:46,249.0,2.0,43.0,40.0,1.0,6.0,2.0,2.0,1.0,子,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,6.0,4.0,5.0,COMP,6.0
102.0,2024/02/16-12:27:19,2024/02/16-12:31:51,272.0,2.0,47.0,44.0,1.0,7.0,3.0,1.0,1.0,子供,4.0,5.0,5.0,7.0,4.0,5.0,3.0,7.0,3.0,7.0,3.0,7.0,COMP,7.0
105.0,2024/02/16-12:28:39,2024/02/16-12:31:57,198.0,1.0,55.0,40.0,1.0,6.0,2.0,2.0,4.0,妻,6.0,4.0,1.0,7.0,7.0,4.0,4.0,5.0,6.0,5.0,2.0,6.0,COMP,6.0
109.0,2024/02/16-12:27:19,2024/02/16-12:32:10,291.0,2.0,52.0,11.0,1.0,6.0,1.0,2.0,8.0,母,5.0,3.0,6.0,5.0,6.0,3.0,1.0,7.0,2.0,6.0,1.0,6.0,COMP,6.0
112.0,2024/02/16-12:28:00,2024/02/16-12:32:17,257.0,1.0,54.0,22.0,1.0,6.0,1.0,2.0,5.0,妻,5.0,4.0,1.0,5.0,3.0,2.0,5.0,7.0,2.0,4.0,5.0,7.0,COMP,6.0
113.0,2024/02/16-12:29:32,2024/02/16-12:32:21,169.0,1.0,34.0,14.0,1.0,7.0,1.0,2.0,3.0,恋人,6.0,6.0,5.0,2.0,6.0,1.0,2.0,6.0,2.0,2.0,3.0,2.0,COMP,7.0
119.0,2024/02/16-12:27:15,2024/02/16-12:32:58,343.0,2.0,51.0,40.0,1.0,4.0,1.0,2.0,5.0,友人,5.0,4.0,4.0,4.0,4.0,3.0,1.0,7.0,1.0,5.0,5.0,6.0,COMP,4.0
120.0,2024/02/16-12:25:41,2024/02/16-12:33:13,452.0,2.0,45.0,15.0,1.0,4.0,2.0,1.0,5.0,子ども,2.0,6.0,1.0,7.0,1.0,6.0,6.0,6.0,1.0,5.0,4.0,3.0,COMP,4.0
121.0,2024/02/16-12:29:39,2024/02/16-12:33:14,215.0,2.0,51.0,1.0,1.0,5.0,2.0,1.0,5.0,夫,6.0,4.0,3.0,5.0,4.0,5.0,2.0,6.0,2.0,4.0,4.0,6.0,COMP,5.0
122.0,2024/02/16-12:28:34,2024/02/16-12:33:15,281.0,1.0,49.0,33.0,1.0,1.0,3.0,2.0,3.0,妄想上の近所の奥さん,6.0,2.0,4.0,6.0,7.0,1.0,5.0,6.0,4.0,4.0,4.0,4.0,COMP,1.0
123.0,2024/02/16-12:27:26,2024/02/16-12:33:19,353.0,2.0,56.0,22.0,1.0,4.0,2.0,1.0,5.0,夫,4.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,COMP,4.0
124.0,2024/02/16-12:27:40,2024/02/16-12:33:24,344.0,2.0,53.0,34.0,1.0,4.0,3.0,1.0,6.0,夫,4.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,COMP,4.0
125.0,2024/02/16-12:27:37,2024/02/16-12:33:27,350.0,2.0,54.0,24.0,1.0,4.0,1.0,1.0,5.0,夫,4.0,4.0,2.0,4.0,3.0,2.0,1.0,7.0,1.0,6.0,2.0,4.0,COMP,4.0
127.0,2024/02/16-12:30:40,2024/02/16-12:33:30,170.0,1.0,59.0,12.0,1.0,7.0,6.0,4.0,11.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,COMP,14.0
131.0,2024/02/16-12:31:03,2024/02/16-12:33:36,153.0,1.0,51.0,40.0,1.0,6.0,3.0,2.0,5.0,妻,3.0,3.0,3.0,6.0,5.0,2.0,3.0,5.0,2.0,6.0,4.0,6.0,COMP,6.0
132.0,2024/02/16-12:28:41,2024/02/16-12:33:37,296.0,2.0,58.0,1.0,1.0,2.0,4.0,1.0,6.0,夫,4.0,4.0,3.0,5.0,2.0,6.0,4.0,5.0,2.0,4.0,1.0,1.0,COMP,9.0
134.0,2024/02/16-12:29:33,2024/02/16-12:33:41,248.0,2.0,51.0,27.0,1.0,1.0,1.0,1.0,5.0,夫,1.0,5.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,7.0,7.0,2.0,COMP,1.0
135.0,2024/02/16-12:31:15,2024/02/16-12:33:42,147.0,2.0,46.0,40.0,1.0,3.0,2.0,1.0,1.0,子ども,3.0,5.0,2.0,6.0,3.0,5.0,3.0,7.0,2.0,6.0,2.0,7.0,COMP,3.0
136.0,2024/02/16-12:27:14,2024/02/16-12:33:48,394.0,2.0,43.0,13.0,1.0,4.0,2.0,1.0,4.0,夫,5.0,5.0,4.0,3.0,5.0,3.0,2.0,5.0,1.0,7.0,5.0,4.0,COMP,4.0
140.0,2024/02/16-12:29:11,2024/02/16-12:34:08,297.0,2.0,56.0,2.0,1.0,4.0,1.0,2.0,6.0,友人,5.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,6.0,COMP,4.0
141.0,2024/02/16-12:26:58,2024/02/16-12:34:12,434.0,1.0,58.0,47.0,1.0,5.0,1.0,2.0,5.0,妻,2.0,5.0,2.0,6.0,4.0,3.0,5.0,6.0,2.0,6.0,2.0,3.0,COMP,5.0
142.0,2024/02/16-12:31:59,2024/02/16-12:34:12,133.0,1.0,53.0,11.0,1.0,2.0,2.0,2.0,3.0,恋人,2.0,1.0,6.0,2.0,6.0,3.0,5.0,3.0,6.0,2.0,6.0,2.0,COMP,2.0
143.0,2024/02/16-12:31:45,2024/02/16-12:34:12,147.0,2.0,27.0,13.0,1.0,6.0,1.0,1.0,2.0,恋人,2.0,4.0,6.0,2.0,4.0,3.0,2.0,7.0,3.0,5.0,3.0,7.0,COMP,6.0
144.0,2024/02/16-12:31:08,2024/02/16-12:34:13,185.0,1.0,42.0,37.0,1.0,3.0,3.0,2.0,4.0,妻,4.0,5.0,4.0,5.0,4.0,4.0,2.0,6.0,5.0,4.0,5.0,6.0,COMP,3.0
145.0,2024/02/16-12:25:18,2024/02/16-12:34:15,537.0,1.0,58.0,28.0,1.0,2.0,4.0,2.0,5.0,友人,4.0,6.0,2.0,6.0,6.0,5.0,2.0,6.0,3.0,4.0,4.0,6.0,COMP,9.0
149.0,2024/02/16-12:27:11,2024/02/16-12:34:21,430.0,2.0,42.0,22.0,1.0,6.0,3.0,1.0,4.0,恋人,6.0,3.0,4.0,5.0,4.0,2.0,1.0,5.0,1.0,5.0,2.0,4.0,COMP,6.0
151.0,2024/02/16-12:32:14,2024/02/16-12:34:33,139.0,1.0,41.0,27.0,1.0,7.0,1.0,2.0,4.0,妻,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,4.0,1.0,7.0,COMP,7.0
153.0,2024/02/16-12:28:45,2024/02/16-12:34:50,365.0,1.0,57.0,27.0,1.0,1.0,4.0,1.0,4.0,知人,7.0,5.0,1.0,7.0,7.0,1.0,3.0,4.0,1.0,5.0,4.0,7.0,COMP,8.0
154.0,2024/02/16-12:26:48,2024/02/16-12:34:53,485.0,1.0,51.0,12.0,1.0,1.0,3.0,2.0,5.0,妻,7.0,4.0,1.0,7.0,6.0,2.0,2.0,7.0,1.0,4.0,4.0,7.0,COMP,1.0
156.0,2024/02/16-12:31:50,2024/02/16-12:34:55,185.0,1.0,47.0,4.0,1.0,2.0,4.0,4.0,11.0,母,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,COMP,9.0
161.0,2024/02/16-12:24:02,2024/02/16-12:35:12,670.0,2.0,45.0,13.0,1.0,3.0,1.0,1.0,6.0,彼氏,3.0,4.0,6.0,3.0,6.0,5.0,2.0,6.0,1.0,4.0,1.0,7.0,COMP,3.0
162.0,2024/02/16-12:25:08,2024/02/16-12:35:13,605.0,2.0,54.0,11.0,1.0,4.0,3.0,2.0,8.0,母親,2.0,7.0,2.0,6.0,7.0,3.0,1.0,7.0,2.0,5.0,1.0,7.0,COMP,4.0
166.0,2024/02/16-12:30:28,2024/02/16-12:35:20,292.0,1.0,47.0,29.0,1.0,7.0,2.0,2.0,4.0,配偶者,4.0,6.0,2.0,6.0,4.0,4.0,1.0,7.0,1.0,5.0,4.0,6.0,COMP,7.0
167.0,2024/02/16-12:28:46,2024/02/16-12:35:22,396.0,1.0,52.0,28.0,1.0,3.0,1.0,2.0,5.0,友人,1.0,7.0,4.0,4.0,4.0,1.0,7.0,4.0,4.0,4.0,4.0,7.0,COMP,3.0
169.0,2024/02/16-12:30:30,2024/02/16-12:35:28,298.0,2.0,52.0,14.0,1.0,3.0,3.0,1.0,6.0,恋人,5.0,4.0,4.0,6.0,5.0,3.0,1.0,6.0,5.0,3.0,4.0,6.0,COMP,3.0
171.0,2024/02/16-12:30:04,2024/02/16-12:35:34,330.0,1.0,56.0,14.0,1.0,6.0,1.0,2.0,5.0,妻,4.0,4.0,4.0,3.0,2.0,4.0,2.0,7.0,2.0,6.0,4.0,6.0,COMP,6.0
172.0,2024/02/16-12:26:03,2024/02/16-12:35:38,575.0,2.0,53.0,11.0,1.0,6.0,2.0,1.0,5.0,夫,4.0,4.0,2.0,3.0,4.0,6.0,3.0,4.0,1.0,6.0,3.0,4.0,COMP,6.0
173.0,2024/02/16-12:27:27,2024/02/16-12:35:39,492.0,2.0,56.0,13.0,1.0,6.0,1.0,2.0,2.0,娘,4.0,5.0,4.0,3.0,3.0,3.0,1.0,6.0,2.0,4.0,4.0,3.0,COMP,6.0
175.0,2024/02/16-12:33:28,2024/02/16-12:35:42,134.0,2.0,43.0,13.0,1.0,2.0,2.0,1.0,5.0,恋人,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,COMP,2.0
176.0,2024/02/16-12:31:21,2024/02/16-12:35:46,265.0,1.0,45.0,13.0,1.0,3.0,1.0,2.0,3.0,仕事仲間,1.0,5.0,3.0,6.0,5.0,4.0,2.0,7.0,2.0,5.0,4.0,1.0,COMP,3.0
177.0,2024/02/16-12:29:17,2024/02/16-12:35:50,393.0,1.0,40.0,14.0,1.0,4.0,1.0,2.0,4.0,恋人,4.0,4.0,2.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,COMP,4.0
178.0,2024/02/16-12:34:37,2024/02/16-12:35:53,76.0,2.0,39.0,13.0,1.0,3.0,6.0,2.0,11.0,,1.0,7.0,7.0,1.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,1.0,COMP,10.0
179.0,2024/02/16-12:31:24,2024/02/16-12:35:56,272.0,2.0,44.0,19.0,1.0,6.0,1.0,1.0,4.0,夫,3.0,3.0,2.0,4.0,1.0,3.0,1.0,6.0,2.0,4.0,1.0,5.0,COMP,6.0
181.0,2024/02/16-12:30:59,2024/02/16-12:36:10,311.0,2.0,35.0,29.0,1.0,3.0,1.0,2.0,4.0,夫,4.0,5.0,3.0,6.0,4.0,4.0,3.0,6.0,3.0,5.0,2.0,4.0,COMP,3.0
182.0,2024/02/16-12:33:11,2024/02/16-12:36:11,180.0,1.0,54.0,27.0,1.0,6.0,2.0,2.0,4.0,彼女,4.0,4.0,2.0,6.0,4.0,4.0,4.0,5.0,2.0,6.0,4.0,4.0,COMP,6.0
184.0,2024/02/16-12:33:50,2024/02/16-12:36:19,149.0,2.0,25.0,13.0,1.0,4.0,4.0,1.0,2.0,親,3.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,COMP,11.0
190.0,2024/02/16-12:30:32,2024/02/16-12:37:08,396.0,1.0,55.0,13.0,1.0,4.0,3.0,2.0,5.0,妻,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,COMP,4.0
192.0,2024/02/16-12:29:54,2024/02/16-12:37:13,439.0,1.0,57.0,11.0,1.0,5.0,2.0,2.0,5.0,妻,2.0,6.0,2.0,5.0,2.0,6.0,2.0,7.0,2.0,5.0,2.0,7.0,COMP,5.0
193.0,2024/02/16-12:29:49,2024/02/16-12:37:20,451.0,1.0,58.0,26.0,1.0,2.0,2.0,2.0,3.0,愛人,6.0,6.0,2.0,4.0,1.0,5.0,2.0,7.0,3.0,3.0,5.0,4.0,COMP,2.0
195.0,2024/02/16-12:32:35,2024/02/16-12:37:23,288.0,1.0,57.0,27.0,1.0,1.0,3.0,1.0,4.0,後輩,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,1.0
196.0,2024/02/16-12:33:48,2024/02/16-12:37:24,216.0,1.0,51.0,23.0,1.0,5.0,3.0,2.0,5.0,妻,4.0,4.0,6.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,COMP,5.0
198.0,2024/02/16-12:33:20,2024/02/16-12:37:35,255.0,2.0,39.0,22.0,1.0,2.0,3.0,1.0,4.0,夫,6.0,3.0,6.0,6.0,5.0,5.0,2.0,7.0,5.0,5.0,4.0,5.0,COMP,2.0
200.0,2024/02/16-12:34:05,2024/02/16-12:37:37,212.0,1.0,54.0,44.0,1.0,3.0,3.0,2.0,11.0,母,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,6.0,4.0,COMP,3.0
202.0,2024/02/16-12:33:19,2024/02/16-12:37:44,265.0,1.0,49.0,13.0,1.0,1.0,6.0,1.0,11.0,同僚,7.0,1.0,4.0,4.0,6.0,1.0,4.0,1.0,7.0,4.0,3.0,5.0,COMP,8.0
205.0,2024/02/16-12:29:25,2024/02/16-12:37:48,503.0,2.0,56.0,40.0,1.0,3.0,1.0,1.0,4.0,恋人,3.0,6.0,3.0,5.0,5.0,7.0,1.0,4.0,3.0,3.0,7.0,1.0,COMP,3.0
206.0,2024/02/16-12:34:12,2024/02/16-12:37:52,220.0,2.0,54.0,13.0,1.0,1.0,1.0,1.0,6.0,夫,2.0,5.0,2.0,7.0,5.0,6.0,2.0,5.0,2.0,7.0,4.0,3.0,COMP,1.0
209.0,2024/02/16-12:34:50,2024/02/16-12:38:10,200.0,1.0,55.0,5.0,1.0,4.0,2.0,2.0,5.0,妻,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,4.0
214.0,2024/02/16-12:35:52,2024/02/16-12:38:43,171.0,2.0,32.0,40.0,1.0,6.0,5.0,1.0,3.0,旦那,5.0,5.0,5.0,7.0,2.0,2.0,5.0,6.0,5.0,6.0,2.0,2.0,COMP,13.0
217.0,2024/02/16-12:36:22,2024/02/16-12:39:05,163.0,1.0,53.0,15.0,1.0,7.0,1.0,2.0,5.0,つま,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,7.0,1.0,4.0,COMP,7.0
221.0,2024/02/16-12:32:03,2024/02/16-12:39:34,451.0,1.0,57.0,13.0,1.0,1.0,3.0,2.0,11.0,父親,7.0,7.0,1.0,7.0,7.0,3.0,4.0,5.0,3.0,7.0,4.0,3.0,COMP,1.0
223.0,2024/02/16-12:27:45,2024/02/16-12:39:45,720.0,1.0,56.0,12.0,1.0,7.0,1.0,2.0,3.0,妻,2.0,6.0,1.0,7.0,4.0,6.0,1.0,7.0,1.0,6.0,1.0,7.0,COMP,7.0
224.0,2024/02/16-12:33:16,2024/02/16-12:39:47,391.0,2.0,53.0,40.0,1.0,4.0,2.0,2.0,5.0,友人,7.0,4.0,2.0,4.0,2.0,4.0,1.0,7.0,1.0,6.0,2.0,6.0,COMP,4.0
225.0,2024/02/16-12:35:57,2024/02/16-12:39:51,234.0,2.0,51.0,13.0,1.0,1.0,3.0,1.0,6.0,夫,4.0,6.0,5.0,6.0,4.0,4.0,2.0,6.0,2.0,5.0,2.0,7.0,COMP,1.0
226.0,2024/02/16-12:30:27,2024/02/16-12:39:54,567.0,2.0,43.0,12.0,1.0,1.0,4.0,1.0,4.0,夫,3.0,5.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,7.0,6.0,2.0,COMP,8.0
227.0,2024/02/16-12:30:16,2024/02/16-12:40:04,588.0,2.0,44.0,15.0,1.0,4.0,1.0,1.0,4.0,夫,6.0,3.0,4.0,4.0,7.0,2.0,2.0,5.0,3.0,7.0,4.0,4.0,COMP,4.0
228.0,2024/02/16-12:29:55,2024/02/16-12:40:08,613.0,1.0,52.0,14.0,1.0,4.0,2.0,2.0,8.0,母親。,2.0,6.0,2.0,5.0,3.0,5.0,3.0,6.0,2.0,6.0,2.0,5.0,COMP,4.0
229.0,2024/02/16-12:31:09,2024/02/16-12:40:10,541.0,1.0,57.0,15.0,1.0,2.0,4.0,1.0,6.0,同僚,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,COMP,9.0
