MID,start,end,rt,self_sex,self_age,residence,participation,IOS_score,target_likedislike,target_sex,target_age,relationship,self_tolerance_score,self_pleasantness_score,self_responsibility_score,self_carefulness_score,self_activeness_score,self_sociability_score,target_tolerance_score,target_pleasantness_score,target_responsibility_score,target_carefulness_score,target_activeness_score,target_sociability_score,completion,stratumID
70,2023/05/19-13:25:23,2023/05/19-13:31:31,00:06:08,1,46,27,1,3,3,2,4,友人,7,2,5,6,7,2,5,6,2,5,3,5,COMP,3
72,2023/05/19-13:27:00,2023/05/19-13:33:30,00:06:30,2,59,14,1,3,2,2,5,友人,7,3,2,6,7,1,2,7,2,5,2,7,COMP,3
73,2023/05/19-13:30:05,2023/05/19-13:34:37,00:04:32,1,58,12,1,5,2,2,8,母,4,6,7,6,5,1,4,6,4,4,4,6,COMP,5
74,2023/05/19-13:32:38,2023/05/19-13:35:06,00:02:28,2,32,28,1,7,1,2,7,母,5,3,4,5,5,3,3,6,1,7,5,3,COMP,7
76,2023/05/19-13:30:13,2023/05/19-13:35:14,00:05:01,2,48,20,1,3,1,1,4,彼氏,1,7,2,4,7,1,4,7,2,4,1,7,COMP,3
77,2023/05/19-13:36:58,2023/05/19-13:38:28,00:01:30,2,48,17,1,5,4,2,4,夫,4,5,5,4,4,4,4,4,4,4,4,4,COMP,12
78,2023/05/19-13:31:05,2023/05/19-13:38:36,00:07:31,2,53,19,1,2,3,2,7,母,4,3,4,4,5,1,4,4,4,4,4,4,COMP,2
81,2023/05/19-13:28:14,2023/05/19-13:43:05,00:14:51,2,52,32,1,3,2,2,5,姉妹,5,5,4,5,7,1,2,3,4,4,3,6,COMP,3
82,2023/05/19-13:34:56,2023/05/19-13:43:26,00:08:30,2,44,14,1,7,1,1,4,夫,4,6,6,4,6,2,1,6,2,4,4,4,COMP,7
83,2023/05/19-13:30:00,2023/05/19-13:43:42,00:13:42,1,58,14,1,3,1,2,1,配信者,4,4,4,5,4,2,3,1,2,3,2,6,COMP,3
84,2023/05/19-13:41:55,2023/05/19-13:47:03,00:05:08,1,53,13,1,5,3,2,4,,3,3,3,3,3,3,3,5,3,5,5,3,COMP,5
85,2023/05/19-13:42:19,2023/05/19-13:47:55,00:05:36,1,56,23,1,5,1,2,5,妻,5,4,2,6,5,3,2,6,3,5,3,7,COMP,5
86,2023/05/19-13:39:07,2023/05/19-13:48:06,00:08:59,1,55,14,1,2,3,2,5,古い友人,4,6,1,5,3,4,4,5,3,5,4,4,COMP,2
87,2023/05/19-13:43:10,2023/05/19-13:48:07,00:04:57,1,26,37,1,2,1,2,2,彼女,2,6,3,6,4,6,2,7,2,7,7,3,COMP,2
88,2023/05/19-13:38:54,2023/05/19-13:51:42,00:12:48,1,56,13,1,1,6,2,4,妻,4,4,4,4,4,1,7,1,7,1,5,7,COMP,8
91,2023/05/19-13:52:03,2023/05/19-13:58:06,00:06:03,2,50,27,1,2,1,2,5,友人,1,7,2,4,7,7,1,5,1,4,1,7,COMP,2
92,2023/05/19-13:52:28,2023/05/19-13:58:32,00:06:04,2,52,13,1,7,1,1,5,夫,6,2,6,7,7,1,1,7,1,6,4,4,COMP,7
93,2023/05/19-13:58:07,2023/05/19-14:02:38,00:04:31,2,42,7,1,1,4,1,4,夫,5,4,3,7,7,1,7,3,5,3,7,1,COMP,8
95,2023/05/19-13:56:43,2023/05/19-14:07:06,00:10:23,2,31,5,1,7,1,1,3,交際中の彼氏（パートナー）,1,7,1,6,4,1,3,4,1,3,2,7,COMP,7
96,2023/05/19-13:49:26,2023/05/19-14:07:48,00:18:22,1,49,29,1,7,1,1,4,嫁,5,5,1,5,4,5,2,7,1,6,5,5,COMP,7
98,2023/05/19-14:02:09,2023/05/19-14:18:22,00:16:13,2,48,23,1,7,1,2,4,姉,3,4,2,6,5,3,2,6,2,6,4,3,COMP,7
99,2023/05/19-14:10:51,2023/05/19-14:19:05,00:08:14,2,56,1,1,2,4,1,5,夫,5,5,4,4,4,4,6,2,4,4,5,2,COMP,9
100,2023/05/19-14:16:04,2023/05/19-14:21:20,00:05:16,1,51,13,1,3,4,2,5,妻,3,3,6,2,6,2,3,3,2,5,4,5,COMP,10
103,2023/05/19-14:16:47,2023/05/19-14:23:25,00:06:38,2,46,12,1,7,1,1,1,息子,5,5,4,4,6,4,4,7,3,2,1,7,COMP,7
104,2023/05/19-14:20:30,2023/05/19-14:25:03,00:04:33,1,46,14,1,1,4,1,7,父,3,5,5,7,3,3,4,3,7,1,4,4,COMP,8
105,2023/05/19-14:20:02,2023/05/19-14:28:30,00:08:28,1,57,26,1,7,1,2,5,妻,3,5,1,6,4,2,1,7,1,5,2,6,COMP,7
106,2023/05/19-14:18:34,2023/05/19-14:31:59,00:13:25,1,42,40,1,3,4,1,4,恋人,3,4,2,2,3,5,5,5,5,5,4,4,COMP,10
107,2023/05/19-14:42:09,2023/05/19-14:45:57,00:03:48,1,39,27,1,4,3,2,3,妹,5,4,4,5,4,2,4,4,4,4,4,4,COMP,4
110,2023/05/19-15:04:52,2023/05/19-15:09:23,00:04:31,1,44,35,1,2,6,1,4,つま,4,7,1,2,4,1,6,1,4,1,7,2,COMP,9
113,2023/05/19-15:28:43,2023/05/19-15:34:52,00:06:09,2,53,11,1,2,4,1,6,仕事関係,2,5,2,6,3,6,1,7,1,7,1,7,COMP,9
114,2023/05/19-15:33:08,2023/05/19-15:35:53,00:02:45,1,41,47,1,4,4,1,5,ラジオ番組の相手,1,6,3,5,5,6,5,3,2,5,5,5,COMP,11
117,2023/05/19-15:32:55,2023/05/19-15:36:44,00:03:49,2,56,11,1,2,4,1,6,夫,5,2,4,4,4,4,5,5,6,2,5,1,COMP,9
121,2023/05/19-15:32:51,2023/05/19-15:39:58,00:07:07,1,57,25,1,4,4,2,5,妻,5,3,6,4,2,2,3,3,4,5,6,2,COMP,11
123,2023/05/19-15:35:42,2023/05/19-15:40:31,00:04:49,1,39,14,1,7,6,2,11,いない,1,1,1,1,1,1,1,1,1,1,1,1,COMP,14
124,2023/05/19-15:38:44,2023/05/19-15:40:38,00:01:54,1,54,14,1,7,4,1,11,分からない,5,5,4,3,5,4,6,3,6,3,4,6,COMP,14
127,2023/05/19-15:43:59,2023/05/19-15:46:44,00:02:45,2,59,27,1,4,4,1,6,夫,4,5,5,5,3,4,3,4,3,4,4,6,COMP,11
130,2023/05/19-15:59:17,2023/05/19-16:01:47,00:02:30,2,39,40,1,2,4,2,4,友人,5,4,3,6,2,6,3,5,3,6,3,5,COMP,9
131,2023/05/19-15:57:34,2023/05/19-16:03:31,00:05:57,1,56,14,1,2,5,1,5,子供の頃からの友人,3,3,1,7,5,2,3,5,2,7,3,5,COMP,9
132,2023/05/19-15:58:33,2023/05/19-16:05:41,00:07:08,1,55,27,1,4,4,2,4,妻,3,4,2,6,4,3,3,5,2,6,5,3,COMP,11
134,2023/05/19-16:07:08,2023/05/19-16:11:48,00:04:40,1,51,1,1,4,4,2,4,妻,3,4,4,5,4,4,3,5,3,6,3,5,COMP,11
137,2023/05/19-16:20:10,2023/05/19-16:29:00,00:08:50,2,39,14,1,6,4,1,3,夫,4,6,2,2,7,4,2,7,2,1,3,6,COMP,13
142,2023/05/19-16:40:43,2023/05/19-16:45:44,00:05:01,2,53,13,1,5,4,1,5,夫,6,6,2,4,7,1,2,6,4,6,2,6,COMP,12
143,2023/05/19-16:46:10,2023/05/19-16:48:25,00:02:15,2,34,20,1,7,4,1,3,夫,4,5,5,5,5,5,1,7,6,3,4,7,COMP,14
144,2023/05/19-16:51:18,2023/05/19-16:57:19,00:06:01,2,58,31,1,2,4,1,6,夫,3,4,3,5,4,4,4,4,3,7,5,4,COMP,9
145,2023/05/19-16:34:02,2023/05/19-16:58:09,00:24:07,2,59,11,1,4,4,1,6,夫,3,5,3,6,5,6,2,6,5,6,2,6,COMP,11
146,2023/05/19-16:51:42,2023/05/19-17:00:53,00:09:11,2,48,4,1,3,4,2,4,同僚,1,6,1,6,4,4,2,7,1,7,4,4,COMP,10
152,2023/05/19-17:26:55,2023/05/19-17:35:36,00:08:41,2,44,21,1,6,4,2,7,ははおや,3,4,3,3,4,6,3,5,3,3,4,3,COMP,13
153,2023/05/19-17:51:50,2023/05/19-17:57:03,00:05:13,2,36,13,1,7,6,2,6,母,7,1,1,1,1,1,7,7,1,7,1,1,COMP,14
154,2023/05/19-18:11:40,2023/05/19-18:12:58,00:01:18,2,48,27,1,5,6,4,4,not ,4,5,5,2,5,5,4,4,3,3,4,4,COMP,12
155,2023/05/19-18:12:55,2023/05/19-18:14:00,00:01:05,1,40,13,1,3,4,1,4,,6,5,4,3,4,4,4,4,4,4,3,3,COMP,10
156,2023/05/19-18:17:36,2023/05/19-18:20:12,00:02:36,1,50,31,1,3,4,2,4,つま,4,5,3,4,4,3,1,7,3,7,4,7,COMP,10
157,2023/05/19-18:10:50,2023/05/19-18:21:00,00:10:10,1,54,9,1,7,4,2,5,妻,4,6,4,4,4,6,4,3,7,5,2,6,COMP,14
158,2023/05/19-18:19:00,2023/05/19-18:21:22,00:02:22,1,52,13,1,7,4,1,3,恋人,5,4,4,5,4,4,5,5,4,4,5,5,COMP,14
162,2023/05/19-18:26:18,2023/05/19-18:27:45,00:01:27,2,31,23,1,7,6,4,11,,4,7,4,7,4,4,7,7,7,7,7,7,COMP,14
163,2023/05/19-18:24:52,2023/05/19-18:28:33,00:03:41,2,41,20,1,6,4,1,5,夫,3,4,5,5,5,2,6,3,2,7,6,4,COMP,13
164,2023/05/19-18:29:00,2023/05/19-18:31:08,00:02:08,2,47,1,1,3,4,1,4,夫,4,4,3,4,6,4,4,3,4,4,4,4,COMP,10
168,2023/05/19-18:48:03,2023/05/19-18:50:07,00:02:04,2,40,17,1,5,4,1,4,夫,4,6,4,4,5,3,4,5,4,5,4,5,COMP,12
172,2023/05/19-18:32:52,2023/05/19-19:31:41,00:58:49,2,32,27,1,5,4,1,3,夫,4,7,2,5,3,6,1,6,5,7,5,4,COMP,12
173,2023/05/19-19:36:33,2023/05/19-19:38:23,00:01:50,1,36,21,1,5,4,2,3,妻,4,4,3,4,4,2,4,4,4,4,3,4,COMP,12
174,2023/05/19-19:50:01,2023/05/19-20:02:27,00:12:26,1,51,20,1,5,4,2,8,母親,4,2,4,6,6,2,7,3,7,1,1,7,COMP,12
176,2023/05/19-22:44:26,2023/05/19-22:50:34,00:06:08,1,49,15,1,6,6,2,4,妻,7,7,7,7,7,1,4,7,4,5,5,5,COMP,13
177,2023/05/20-01:21:29,2023/05/20-01:24:34,00:03:05,2,52,1,1,6,4,1,5,夫,3,7,6,7,5,6,5,6,5,6,3,4,COMP,13
181,2023/05/21-10:44:42,2023/05/21-10:48:28,00:03:46,1,54,16,1,6,4,1,5,元上司,1,7,4,4,4,4,4,4,4,4,4,4,COMP,13
182,2023/05/21-12:36:18,2023/05/21-12:48:38,00:12:20,2,55,11,1,6,4,1,6,夫,6,2,3,6,6,2,3,3,5,1,2,7,COMP,13
